Mahmudullah,1,3,6,0,0,2,0,1,0,12,20,1000.00,1.67
Mahmudullah,2,33,28,9,0,3,0,0,3,73,58,19.33,0.79
Mahmudullah,3,83,84,16,2,11,0,8,9,204,214,23.78,1.05
Mahmudullah,4,47,74,20,1,10,0,6,6,158,193,32.17,1.22
Mahmudullah,5,6,20,0,0,3,0,2,3,31,44,14.67,1.42
Syed_Rasel,1,53,24,4,0,15,0,2,1,98,104,104.00,1.06
Syed_Rasel,2,36,17,8,0,5,0,2,4,68,65,16.25,0.96
Syed_Rasel,3,1,4,0,0,1,0,0,0,6,8,1000.00,1.33
Syed_Rasel,4,0,0,0,0,0,0,0,0,0,0,1000.00,1.33
Syed_Rasel,5,0,1,3,0,1,0,1,0,6,17,1000.00,2.83
Mohammad_Shahid,1,7,0,0,0,5,0,0,1,12,20,20.00,1.67
Mohammad_Shahid,2,0,0,0,0,0,0,0,0,0,0,1000.00,1.67
Mohammad_Shahid,3,0,0,0,0,0,0,0,0,0,0,1000.00,1.67
Mohammad_Shahid,4,1,2,2,0,0,0,1,0,6,12,1000.00,2.00
Mohammad_Shahid,5,0,0,0,0,0,0,0,0,0,0,1000.00,2.00
Anwar_Ali,1,56,28,5,3,15,0,3,4,110,125,31.25,1.14
Anwar_Ali,2,20,16,4,1,7,0,0,2,48,55,27.50,1.15
Anwar_Ali,3,10,10,4,2,4,0,2,0,32,52,1000.00,1.62
Anwar_Ali,4,11,11,2,0,4,0,2,1,30,43,43.00,1.43
Anwar_Ali,5,13,15,6,0,2,0,5,4,41,65,16.25,1.59
GEF_Barnett,1,0,0,0,0,0,0,0,0,0,0,1000.00,1.59
GEF_Barnett,2,0,0,0,0,0,0,0,0,0,0,1000.00,1.59
GEF_Barnett,3,0,0,0,0,0,0,0,0,0,0,1000.00,1.59
GEF_Barnett,4,0,0,0,0,0,0,0,0,0,0,1000.00,1.59
GEF_Barnett,5,2,2,2,0,1,0,0,0,7,10,1000.00,1.43
Gulbadin_Naib,1,14,6,2,1,7,0,2,1,32,53,53.00,1.66
Gulbadin_Naib,2,18,16,4,0,10,0,1,1,49,70,70.00,1.43
Gulbadin_Naib,3,17,26,4,0,9,0,1,2,57,76,38.00,1.33
Gulbadin_Naib,4,1,10,5,0,1,0,1,0,18,30,1000.00,1.67
Gulbadin_Naib,5,10,7,3,1,2,0,5,3,28,54,18.00,1.93
MN_Samuels,1,18,12,3,1,4,0,1,2,39,43,21.50,1.10
MN_Samuels,2,33,35,3,0,8,0,5,1,84,103,103.00,1.23
MN_Samuels,3,42,68,15,2,7,0,6,7,140,168,24.00,1.20
MN_Samuels,4,40,44,18,0,12,0,6,7,120,164,23.43,1.37
MN_Samuels,5,22,24,6,0,5,0,6,7,63,92,13.14,1.46
TT_Bresnan,1,160,64,8,3,27,0,10,7,272,257,36.71,0.94
TT_Bresnan,2,71,63,12,2,21,0,4,7,173,201,28.71,1.16
TT_Bresnan,3,2,13,2,0,3,0,4,1,24,53,53.00,2.21
TT_Bresnan,4,15,24,4,0,5,0,1,0,49,58,1000.00,1.18
TT_Bresnan,5,53,57,30,0,20,0,15,12,175,287,23.92,1.64
TA_Boult,1,66,34,7,1,14,0,2,6,124,119,19.83,0.96
TA_Boult,2,25,12,1,0,4,0,4,2,46,54,27.00,1.17
TA_Boult,3,6,5,1,0,0,0,1,0,13,13,1000.00,1.00
TA_Boult,4,6,7,0,0,4,0,2,1,19,35,35.00,1.84
TA_Boult,5,20,20,2,0,13,0,2,6,57,88,14.67,1.54
EP_Thompson,1,9,2,0,0,0,0,1,1,12,8,8.00,0.67
EP_Thompson,2,2,3,1,0,1,0,0,0,7,9,1000.00,1.29
EP_Thompson,3,0,0,0,0,0,0,0,0,0,0,1000.00,1.29
EP_Thompson,4,0,0,0,0,0,0,0,0,0,0,1000.00,1.29
EP_Thompson,5,0,0,0,0,0,0,0,0,0,0,1000.00,1.29
KW_Richardson,1,4,5,0,2,1,0,0,0,12,15,1000.00,1.25
KW_Richardson,2,2,4,0,0,0,0,0,1,6,4,4.00,0.67
KW_Richardson,3,1,2,2,0,2,0,0,0,7,14,1000.00,2.00
KW_Richardson,4,2,1,1,0,2,0,0,0,6,11,1000.00,1.83
KW_Richardson,5,10,11,5,0,4,0,0,0,30,37,1000.00,1.23
SR_Patel,1,3,2,0,0,1,0,0,0,6,6,1000.00,1.00
SR_Patel,2,40,26,7,0,2,0,5,2,80,78,39.00,0.97
SR_Patel,3,34,39,8,0,8,0,7,3,96,129,43.00,1.34
SR_Patel,4,18,27,6,0,3,0,6,3,60,87,29.00,1.45
SR_Patel,5,1,9,0,0,1,0,1,0,12,19,1000.00,1.58
Gulbodin_Naib,1,0,0,0,0,0,0,0,0,0,0,1000.00,1.58
Gulbodin_Naib,2,6,3,1,0,1,0,1,0,12,15,1000.00,1.25
Gulbodin_Naib,3,0,0,0,0,0,0,0,0,0,0,1000.00,1.25
Gulbodin_Naib,4,0,0,0,0,0,0,0,0,0,0,1000.00,1.25
Gulbodin_Naib,5,2,3,1,0,0,0,0,0,6,5,1000.00,0.83
BB_Sran,1,21,4,0,0,2,0,0,2,27,12,6.00,0.44
BB_Sran,2,7,4,0,0,1,0,0,3,12,8,2.67,0.67
BB_Sran,3,0,0,0,0,0,0,0,0,0,0,1000.00,0.67
BB_Sran,4,0,0,0,0,0,0,0,0,0,0,1000.00,0.67
BB_Sran,5,9,2,0,0,2,0,1,1,14,16,16.00,1.14
G_Wijekoon,1,0,0,0,0,0,0,0,0,0,0,1000.00,1.14
G_Wijekoon,2,0,0,0,0,0,0,0,0,0,0,1000.00,1.14
G_Wijekoon,3,7,12,4,0,1,0,2,1,26,36,36.00,1.38
G_Wijekoon,4,5,11,5,0,0,0,3,1,24,39,39.00,1.62
G_Wijekoon,5,5,12,0,0,0,0,1,2,18,18,9.00,1.00
JWM_Dalrymple,1,0,0,0,0,0,0,0,0,0,0,1000.00,1.00
JWM_Dalrymple,2,5,2,0,0,0,0,0,1,7,2,2.00,0.29
JWM_Dalrymple,3,11,7,1,0,5,0,1,2,25,35,17.50,1.40
JWM_Dalrymple,4,0,0,0,0,0,0,0,0,0,0,1000.00,1.40
JWM_Dalrymple,5,0,0,0,0,0,0,0,0,0,0,1000.00,1.40
Yasir_Arafat,1,40,13,4,0,8,0,0,5,65,53,10.60,0.82
Yasir_Arafat,2,22,18,4,2,10,0,2,1,58,84,84.00,1.45
Yasir_Arafat,3,9,13,2,0,4,0,3,1,31,51,51.00,1.65
Yasir_Arafat,4,15,14,1,0,4,0,2,3,36,44,14.67,1.22
Yasir_Arafat,5,19,23,6,1,5,0,2,8,56,70,8.75,1.25
P_Kumar,1,41,20,3,1,8,0,0,3,73,61,20.33,0.84
P_Kumar,2,13,6,5,2,4,0,1,1,31,44,44.00,1.42
P_Kumar,3,6,7,2,0,4,0,0,1,19,27,27.00,1.42
P_Kumar,4,3,5,3,0,6,0,1,0,18,41,1000.00,2.28
P_Kumar,5,4,13,0,0,1,0,0,3,18,17,5.67,0.94
A_Martin,1,0,0,0,0,0,0,0,0,0,0,1000.00,0.94
A_Martin,2,6,5,0,0,1,0,0,1,12,9,9.00,0.75
A_Martin,3,0,0,0,0,0,0,0,0,0,0,1000.00,0.75
A_Martin,4,1,3,1,0,0,0,1,0,6,11,1000.00,1.83
A_Martin,5,0,0,0,0,0,0,0,0,0,0,1000.00,1.83
Irfan_Ahmed,1,0,0,0,0,0,0,0,0,0,0,1000.00,1.83
Irfan_Ahmed,2,27,13,2,0,2,0,0,3,44,25,8.33,0.57
Irfan_Ahmed,3,28,20,2,0,5,0,3,3,58,62,20.67,1.07
Irfan_Ahmed,4,8,9,3,0,3,0,2,1,25,39,39.00,1.56
Irfan_Ahmed,5,18,13,3,0,5,0,3,4,42,57,14.25,1.36
Alok_Kapali,1,0,0,0,0,0,0,0,0,0,0,1000.00,1.36
Alok_Kapali,2,0,0,0,0,0,0,0,0,0,0,1000.00,1.36
Alok_Kapali,3,2,1,2,0,1,0,0,0,6,9,1000.00,1.50
Alok_Kapali,4,5,11,1,0,1,0,1,2,19,23,11.50,1.21
Alok_Kapali,5,4,2,0,0,0,0,0,0,6,2,1000.00,0.33
Rashid_Khan,1,0,0,0,0,0,0,0,0,0,0,1000.00,0.33
Rashid_Khan,2,26,18,3,0,6,0,1,2,54,54,27.00,1.00
Rashid_Khan,3,55,57,8,0,4,0,4,7,128,113,16.14,0.88
Rashid_Khan,4,42,53,11,1,8,0,6,9,121,146,16.22,1.21
Rashid_Khan,5,12,8,2,0,3,0,5,2,30,54,27.00,1.80
A_Flintoff,1,34,9,4,0,3,0,0,1,50,29,29.00,0.58
A_Flintoff,2,16,11,3,1,5,0,1,1,37,46,46.00,1.24
A_Flintoff,3,6,5,0,0,2,0,0,0,13,13,1000.00,1.00
A_Flintoff,4,7,4,1,0,0,0,0,1,12,6,6.00,0.50
A_Flintoff,5,9,20,8,0,5,0,1,2,43,62,31.00,1.44
Abdur_Razzak,1,48,19,6,0,8,0,1,3,82,69,23.00,0.84
Abdur_Razzak,2,70,62,10,1,16,0,6,7,165,185,26.43,1.12
Abdur_Razzak,3,66,63,11,1,5,0,8,11,154,156,14.18,1.01
Abdur_Razzak,4,60,46,6,1,6,0,7,11,126,127,11.55,1.01
Abdur_Razzak,5,52,44,16,0,7,0,9,7,128,158,22.57,1.23
KA_Pollard,1,2,2,0,0,2,0,0,1,6,10,10.00,1.67
KA_Pollard,2,14,14,3,0,5,0,2,1,38,52,52.00,1.37
KA_Pollard,3,60,78,7,2,15,0,7,7,169,200,28.57,1.18
KA_Pollard,4,77,101,24,2,22,0,12,10,238,315,31.50,1.32
KA_Pollard,5,19,16,4,0,1,0,2,5,42,40,8.00,0.95
Younis_Khan,1,0,0,0,0,0,0,0,0,0,0,1000.00,0.95
Younis_Khan,2,0,0,0,0,0,0,0,0,0,0,1000.00,0.95
Younis_Khan,3,0,0,0,0,0,0,0,0,0,0,1000.00,0.95
Younis_Khan,4,9,3,0,0,0,0,0,1,12,3,3.00,0.25
Younis_Khan,5,4,3,1,0,1,0,1,2,10,15,7.50,1.50
Amir_Ali,1,5,5,2,0,1,0,0,0,13,13,1000.00,1.00
Amir_Ali,2,10,9,2,0,3,0,0,1,24,25,25.00,1.04
Amir_Ali,3,3,5,1,0,3,0,0,0,12,19,1000.00,1.58
Amir_Ali,4,0,0,0,0,0,0,0,0,0,0,1000.00,1.58
Amir_Ali,5,0,0,0,0,0,0,0,0,0,0,1000.00,1.58
Arsalan_Qadir,1,0,0,0,0,0,0,0,0,0,0,1000.00,1.58
Arsalan_Qadir,2,1,2,1,0,2,0,0,0,6,12,1000.00,2.00
